0.0, 0.0, 0, 49.8, 61.2, 60.9, 59.5, 80.9, 68.8, 61.5, 78.4, 70.5, 84.9, inf, 80.8, 77.4, 82.8, 85.9, 85.8, 79.0, 80.7, 70.3, 90.0, 87.4, inf, inf, inf, 90.5, inf, 84.0, 86.0, inf, inf, inf, 87.5, inf, inf, inf, 90.0, inf, inf, inf, 80.0, inf, 87.0, inf, inf, inf, inf, inf, inf, 91.0, 89.0, inf, inf, inf, inf, inf, 86.6, inf, inf, inf, 88.0, inf, 88.0, inf, 7.70454411370329, 4.261455150532504, 6.363175307973213, 6.360031446463139, 4.0853396431631, 4.534313619501853, 5.608029957123981, 5.102940328869229, 3.6674241641784495, 2.8792360097775935, inf, 2.85657137141714, 4.386342439892262, 2.2715633383201093, 0.30000000000000004, 3.994996871087636, 1.7888543819998317, 1.5524174696260025, 3.3778691508109073, 0.0, 2.835489375751565, inf, inf, inf, 0.6708203932499369, inf, 3.9496835316262997, 0.0, inf, inf, inf, 1.9621416870348585, inf, inf, inf, 0.0, inf, inf, inf, 0.0, inf, 0.0, inf, inf, inf, inf, inf, inf, 0.0, 0.0, inf, inf, inf, inf, inf, 2.3748684174075834, inf, inf, inf, 0.0, inf, 0.0, inf
0.0, 1000.0, 0, 50.5, 53.5, 60.1, 62.0, 82.3, 70.5, 61.1, 74.7, 69.5, 84.4, inf, 77.33333333333333, 78.6, 81.7, 79.5, 84.2, 78.5, 79.9, 68.6, 88.6, 88.9, inf, inf, 87.22222222222223, 91.1, inf, 80.4, inf, 86.625, inf, inf, 89.1, 92.0, inf, inf, 87.0, inf, inf, inf, inf, inf, 89.71428571428571, 90.0, inf, inf, inf, inf, inf, inf, 88.0, inf, inf, inf, inf, inf, 90.1, inf, inf, inf, 88.0, inf, 95.0, inf, 8.593602271457529, 3.442382895611701, 5.7523908073078625, 6.0, 4.817675788178362, 6.15223536610881, 7.6216796049164905, 2.794637722496424, 3.4713109915419564, 2.3748684174075834, inf, 2.8674417556808756, 4.029888335921977, 3.7429934544425802, 2.0615528128088303, 3.4292856398964493, 3.6124783736376886, 2.3853720883753127, 5.1613951602255765, 0.6633249580710799, 2.8442925306655784, inf, inf, 1.9876159799998132, 0.30000000000000004, inf, 0.8, inf, 0.9921567416492215, inf, inf, 3.1448370387032774, 0.0, inf, inf, 0.0, inf, inf, inf, inf, inf, 1.4846149779161806, 0.0, inf, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, 2.6999999999999997, inf, inf, inf, 0.0, inf, 0.0, inf
0.0, 2000.0, 0, 45.9, 52.2, 58.8, 65.0, 80.6, 70.2, 59.8, 73.0, 67.3, 84.8, 92.25, 78.0, 77.2, 81.0, 78.1, 82.9, 79.4, 75.4, 69.1, 91.0, 85.8, inf, 93.0, 92.0, 94.4, inf, 84.8, inf, 83.71428571428571, inf, inf, 85.8, 92.0, inf, inf, 87.0, inf, inf, inf, inf, 90.0, 92.6, inf, inf, inf, inf, inf, 84.0, inf, 88.0, inf, inf, inf, 93.0, inf, 90.2, inf, inf, inf, inf, inf, inf, inf, 5.872818744010409, 5.67097875150313, 4.621688003316537, 3.605551275463989, 4.127953488110059, 4.975942121849891, 5.418486873657627, 3.7416573867739413, 4.796873982084582, 3.340658617698013, 2.9047375096555625, 4.58257569495584, 2.85657137141714, 3.1304951684997055, 3.8845849199110063, 4.158124577258358, 4.8207883172775805, 7.059745037889116, 6.441273166075167, 0.0, 3.919183588453085, inf, 0.0, 1.7320508075688772, 0.916515138991168, inf, 1.833030277982336, inf, 0.6998542122237652, inf, inf, 3.655133376499413, 0.0, inf, inf, 0.0, inf, inf, inf, inf, 0.0, 0.8, inf, inf, inf, inf, inf, 0.0, inf, 0.0, inf, inf, inf, 0.0, inf, 3.4871191548325386, inf, inf, inf, inf, inf, inf, inf
0.0, 3000.0, 0, 47.5, 57.2, 55.8, 58.8, 76.2, 68.6, 60.1, 81.3, 67.2, 82.9, 96.0, 77.8, 75.3, 78.5, 78.7, 83.6, 78.4, 71.3, 67.4, 91.4, 87.3, 86.0, inf, 89.2, 90.4, inf, 78.0, inf, 78.0, 90.0, inf, 85.5, inf, inf, inf, inf, inf, 94.0, inf, 88.0, 90.0, inf, inf, inf, inf, 91.0, inf, 84.0, inf, 90.44444444444444, inf, inf, inf, inf, inf, 92.0, inf, inf, inf, inf, inf, inf, inf, 12.627351266199891, 6.675327707311455, 6.241794613730894, 4.664761515876241, 4.4, 4.294182110716777, 5.6471231613982, 2.9342801502242417, 5.929586832149437, 4.323193264243457, 0.0, 2.4000000000000004, 5.367494760127856, 4.080441152620633, 3.4942810419312296, 4.386342439892261, 4.8, 4.648655719667784, 2.9393876913398134, 0.916515138991168, 3.874274125562103, 0.0, inf, 0.9797958971132712, 0.4898979485566356, inf, 0.0, inf, 0.0, 0.0, inf, 3.3241540277189325, inf, inf, inf, inf, inf, 0.0, inf, 0.0, 0.0, inf, inf, inf, inf, 0.0, inf, 0.0, inf, 0.6849348892187752, inf, inf, inf, inf, inf, 3.0, inf, inf, inf, inf, inf, inf, inf
0.0, 4000.0, 0, 45.4, 59.6, 58.0, 61.8, 74.1, 70.2, 64.5, 82.5, 65.3, 84.4, 89.0, 85.2, 78.6, 83.1, 76.5, 83.2, 75.7, 80.2, 70.1, 90.0, 83.3, 86.0, 91.0, 88.0, 91.66666666666667, inf, 79.4, inf, 90.0, 90.75, 94.0, 84.7, inf, inf, inf, inf, inf, 86.625, inf, 88.0, inf, inf, inf, inf, inf, 91.0, inf, inf, inf, 91.0, 93.0, inf, inf, inf, inf, 95.0, inf, inf, inf, inf, inf, inf, inf, 7.901898506055364, 4.317406628984581, 5.138093031466052, 7.833262411026456, 5.448853090330111, 4.48998886412873, 4.4328320518603, 3.6945906403822333, 3.5791060336346563, 4.586937976471886, 0.0, 5.5641710972974225, 4.521061822182926, 3.014962686336267, 3.138470965295043, 4.975942121849892, 5.933801479658719, 4.308131845707603, 2.5475478405713994, 0.0, 4.817675788178362, 0.0, 0.0, 2.756809750418044, 0.9428090415820634, inf, 3.4698703145794942, inf, 2.6457513110645907, 1.5612494995995996, 0.0, 3.661966684720111, inf, inf, inf, inf, inf, 2.341874249399399, inf, 0.0, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, 0.0, 0.0, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, inf
0.0, 5000.0, 0, 44.7, 60.7, 57.0, 66.6, 74.3, 68.9, 63.4, 80.6, 66.5, 84.4, 89.0, 77.2, 80.5, 85.1, 84.5, 83.7, 78.3, 75.7, 74.8, 85.0, 83.7, 82.0, 92.0, 90.7, 91.3, 86.25, 80.9, inf, 83.6, 91.7, 94.0, 81.7, inf, inf, inf, inf, 87.0, 89.7, inf, 85.75, inf, inf, inf, inf, inf, inf, inf, 87.33333333333333, 93.0, inf, 93.0, inf, inf, inf, inf, 97.0, inf, inf, inf, inf, inf, inf, 89.0, 7.071774883294857, 5.423098745182499, 4.626013402488151, 5.314132102234569, 4.775981574503821, 6.040695324215583, 4.1521078984053394, 3.7202150475476548, 4.780167361086848, 5.023942674832188, 0.0, 2.749545416973504, 5.220153254455275, 2.773084924772409, 4.318564576337836, 5.000999900019995, 6.496922348312315, 5.74543296888929, 5.055689863905815, 0.0, 4.337049688440288, 0.0, 0.0, 1.4177446878757824, 0.6403124237432849, 1.299038105676658, 3.9862262855989496, inf, 2.244994432064365, 0.458257569495584, 0.0, 4.148493702538308, inf, inf, inf, inf, 0.0, 0.9, inf, 1.984313483298443, inf, inf, inf, inf, inf, inf, inf, 0.9428090415820634, 0.0, inf, 0.0, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, 0.0
0.0, 6000.0, 0, 44.0, 60.4, 61.8, 63.7, 71.9, 70.1, 66.4, 81.7, 63.5, 82.0, 94.0, 77.0, 82.4, 85.4, 80.4, 81.7, 73.9, 76.8, 67.0, 89.2, 86.4, 87.42857142857143, 92.0, 90.3, 88.7, 83.0, 80.1, inf, 81.1, 89.125, inf, 86.2, 86.0, inf, inf, 96.0, 87.0, inf, inf, 88.125, inf, 89.0, inf, inf, inf, inf, inf, 85.0, 93.0, inf, inf, inf, 89.0, inf, inf, 97.0, inf, inf, inf, inf, inf, inf, 90.0, 2.9664793948382653, 5.642694391866354, 5.81033561853358, 4.450842616853577, 5.185556864985669, 6.992138442565336, 5.219195340279955, 3.0675723300355937, 4.5, 4.604345773288535, 2.0, 4.626013402488151, 5.063595560468865, 4.152107898405339, 3.0724582991474434, 4.001249804748512, 3.6728735344413916, 4.512205669071391, 5.310367218940701, 1.469693845669907, 2.90516780926679, 0.9035079029052513, 1.0, 1.5524174696260025, 0.9, 1.4832396974191326, 3.590264614203248, inf, 2.3430749027719964, 2.5708704751503917, inf, 2.4819347291981715, 0.0, inf, inf, 0.0, 0.0, inf, inf, 4.960783708246107, inf, 0.0, inf, inf, inf, inf, inf, 0.0, 0.0, inf, inf, inf, 0.0, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, 0.0
0.0, 7000.0, 0, 48.1, 61.2, 27.7, 62.1, 71.1, 69.5, 67.9, 86.1, 65.5, 81.2, 88.0, 78.0, 84.0, 82.6, 80.0, 80.8, 75.4, 72.6, 68.9, 86.3, 86.5, 88.6, 90.0, 88.8, 90.7, 83.0, 80.0, inf, 78.0, 86.77777777777777, 92.3, 86.3, 90.0, inf, inf, 91.0, inf, 87.0, inf, 81.8, inf, 89.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 88.85714285714286, inf, inf, inf, inf, inf, inf, inf, inf, inf, 93.0, 2.8792360097775935, 5.844655678480983, 17.464535493393463, 4.060788100849391, 5.85576638878294, 6.119640512317697, 3.9102429592034307, 3.7802116342871597, 5.200961449578338, 4.214261501141095, 0.0, 2.449489742783178, 3.7416573867739413, 3.2310988842807022, 1.8973665961010275, 4.422668877499196, 4.152107898405339, 6.711184694225007, 6.378871373526825, 5.158488150611572, 4.387482193696061, 0.8, 0.0, 3.994996871087636, 1.3453624047073711, 0.0, 3.521363372331802, inf, 0.0, 0.628539361054709, 0.458257569495584, 4.220189569201838, 0.0, inf, inf, 3.872983346207417, inf, 0.0, inf, 3.9191835884530852, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.989743318610787, inf, inf, inf, inf, inf, inf, inf, inf, inf, 0.0
0.0, 8000.0, 0, 44.8, 63.1, 23.5, 64.3, 73.8, 68.3, 65.6, 83.7, 66.0, 82.8, 89.0, 79.5, 82.5, 82.9, 83.0, 83.8, 74.8, 70.3, 69.4, 86.9, 87.6, 88.0, inf, 86.6, 90.8, 84.25, 78.4, 88.7, 78.7, 89.2, 93.7, 86.2, 87.5, inf, inf, 88.0, inf, inf, inf, 85.0, 83.25, inf, 81.0, inf, inf, inf, inf, inf, inf, inf, 94.0, inf, 88.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 10.303397497913005, 4.570557952810575, 15.034959261667456, 4.712748667179271, 5.912698199637793, 4.796873982084583, 5.314132102234569, 1.5524174696260025, 5.549774770204643, 4.833218389437829, 0.0, 3.774917217635375, 2.202271554554524, 4.323193264243457, 4.47213595499958, 4.48998886412873, 4.28485705712571, 3.1, 6.118823416311342, 1.57797338380595, 2.7640549922170505, 0.5, inf, 3.0397368307141326, 0.6, 1.713913650100261, 2.2, 4.859012245302536, 3.4655446902326914, 1.833030277982336, 0.458257569495584, 2.227105745132009, 0.5, inf, inf, 0.0, inf, inf, inf, 0.0, 3.897114317029974, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, 0.0, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
0.0, 9000.0, 0, 43.5, 63.1, 23.2, 66.9, 66.6, 59.1, 66.7, 88.6, 63.4, 84.5, 87.4, 74.0, 83.4, 87.3, 87.6, 83.6, 81.8, 65.6, 67.7, 86.2, 89.9, 86.4, 86.66666666666667, 86.5, 89.8, 84.4, 71.9, 87.6, 77.5, 82.3, 93.0, 88.2, 83.5, inf, inf, inf, 86.0, inf, inf, inf, 80.1, inf, 86.3, inf, inf, inf, inf, inf, inf, 95.0, 94.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 6.18465843842649, 5.204805471869242, 14.28145650835376, 6.609841147864296, 6.452906321960671, 6.774215821775979, 4.382921400162226, 2.8, 4.386342439892261, 2.202271554554524, 3.0724582991474434, 3.3466401061363023, 2.2891046284519194, 1.8466185312619388, 2.6532998322843198, 3.2, 6.095900261651268, 3.8, 3.7960505792204615, 4.812483766206386, 4.085339643163099, 2.1071307505705477, 3.7712361663282534, 3.5846896657869842, 2.7129319932501073, 1.8, 6.5337584895678535, 3.104834939252005, 6.2008063991709985, 3.5227829907617076, 0.0, 1.9390719429665315, 2.6551836094703507, inf, inf, inf, 0.0, inf, inf, inf, 4.459820624195552, inf, 0.9, inf, inf, inf, inf, inf, inf, 0.0, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
0.0, 10000.0, 0, 45.2, 60.8, 31.4, 72.1, 69.6, 66.2, 68.6, inf, 65.4, 86.0, 92.4, 72.2, 79.0, 86.4, 85.0, 85.0, 81.0, 68.7, 70.0, 84.6, 91.4, 82.7, 88.8, 85.3, 89.1, 85.9, 73.2, 84.57142857142857, 81.2, 85.3, 93.77777777777777, 90.6, 84.4, inf, inf, inf, 86.0, inf, inf, 76.3, 80.2, inf, 86.9, inf, inf, inf, inf, inf, inf, 95.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.4, 3.8157568056677826, 20.17027515925353, 4.346262762420146, 6.069596362197407, 4.621688003316537, 6.151422599691879, inf, 6.2, 4.449719092257398, 2.2, 0.9797958971132712, 4.604345773288535, 0.8, 2.6832815729997477, 2.7202941017470885, 3.5496478698597698, 4.754997371187496, 7.042726744663604, 3.1685959035509716, 3.6932370625238775, 2.4919871588754225, 2.039607805437114, 3.5791060336346563, 2.1656407827707715, 3.3896902513356584, 4.64327470649756, 1.0497813183356477, 4.237924020083418, 4.001249804748512, 0.41573970964154905, 2.835489375751565, 3.97994974842648, inf, inf, inf, 0.0, inf, inf, 0.458257569495584, 1.2489995996796797, inf, 1.9209372712298547, inf, inf, inf, inf, inf, inf, 0.0, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
