1698834809859, 0, 0, 0, 42, 68, 55, 52, 76, 65, 69, 75, 67, 83, inf, 80, 82, 82, 86, 83, 77, 77, 69, inf, 87, inf, inf, inf, 90, inf, 81, inf, inf, inf, inf, 89, inf, inf, inf, 90, inf, inf, inf, 80, inf, 87, inf, inf, inf, inf, inf, inf, 91, inf, inf, inf, inf, inf, inf, 86, inf, inf, inf, inf, inf, 88, inf, 26.83108226
1698834813139, 0, 0, 36, 61, 61, 58, 55, 77, 70, 57, 87, 67, 87, inf, 77, 79, 85, 86, 87, 78, 82, 72, inf, 90, inf, inf, inf, 90, inf, 81, inf, inf, inf, inf, 89, inf, inf, inf, 90, inf, inf, inf, 80, inf, 87, inf, inf, inf, inf, inf, inf, 91, inf, inf, inf, inf, inf, inf, 86, inf, inf, inf, inf, inf, 88, inf, 4.62988322
1698834816449, 0, 0, 72, 51, 58, 70, 57, 77, 64, 62, 78, 78, 87, inf, 77, 76, 83, 86, 87, 83, 80, 73, inf, 85, inf, inf, inf, 90, inf, 81, 86, inf, inf, inf, 87, inf, inf, inf, 90, inf, inf, inf, 80, inf, 87, inf, inf, inf, inf, inf, inf, 91, inf, inf, inf, inf, inf, inf, 84, inf, inf, inf, inf, inf, 88, inf, -42.22516802
1698834819749, 0, 0, 108, 49, 60, 59, 55, 83, 79, 59, 79, 69, 90, inf, 76, 75, 79, 85, 91, 79, 80, 69, inf, 85, inf, inf, inf, 90, inf, 81, 86, inf, inf, inf, 87, inf, inf, inf, 90, inf, inf, inf, 80, inf, 87, inf, inf, inf, inf, inf, inf, 91, 89, inf, inf, inf, inf, inf, 86, inf, inf, inf, inf, inf, 88, inf, -127.43064595
1698834823145, 0, 0, 144, 50, 67, 63, 72, 79, 67, 61, 72, 74, 88, inf, 83, 86, 84, 86, 93, 79, 80, 69, inf, 84, inf, inf, inf, 90, inf, 82, 86, inf, inf, inf, 88, inf, inf, inf, 90, inf, inf, inf, 80, inf, 87, inf, inf, inf, inf, inf, inf, 91, 89, inf, inf, inf, inf, inf, 86, inf, inf, inf, inf, inf, 88, inf, -160.4051715
1698834826539, 0, 0, 180, 45, 54, 53, 69, 79, 67, 71, 73, 74, 81, inf, 83, 80, 80, 86, 81, 79, 80, 68, inf, 91, inf, inf, inf, 90, inf, 82, 86, inf, inf, inf, 87, inf, inf, inf, 90, inf, inf, inf, 80, inf, 87, inf, inf, inf, inf, inf, inf, 91, 89, inf, inf, inf, inf, inf, 84, inf, inf, inf, 88, inf, 88, inf, 165.53220805
1698834829927, 0, 0, 216, 49, 61, 67, 53, 88, 69, 62, 75, 71, 83, inf, 83, 79, 80, 86, 83, 76, 82, 67, inf, 91, inf, inf, inf, 91, inf, 82, 86, inf, inf, inf, 87, inf, inf, inf, 90, inf, inf, inf, 80, inf, inf, inf, inf, inf, inf, inf, inf, inf, 89, inf, inf, inf, inf, inf, 84, inf, inf, inf, 88, inf, inf, inf, 121.84852081
1698834833282, 0, 0, 252, 40, 66, 72, 63, 88, 75, 56, 82, 68, 81, inf, 83, 72, 85, 86, 80, 79, 82, 69, inf, 89, inf, inf, inf, 91, inf, 90, 86, inf, inf, inf, 87, inf, inf, inf, inf, inf, inf, inf, 80, inf, inf, inf, inf, inf, inf, inf, inf, inf, 89, inf, inf, inf, inf, inf, 90, inf, inf, inf, 88, inf, inf, inf, 78.50662233
1698834836670, 0, 0, 288, 66, 59, 56, 59, 81, 67, 66, 87, 66, 85, inf, 83, 72, 85, 86, 85, 80, 82, 79, 90, 89, inf, inf, inf, 91, inf, 90, 86, inf, inf, inf, 91, inf, inf, inf, inf, inf, inf, inf, 80, inf, inf, inf, inf, inf, inf, inf, inf, inf, 89, inf, inf, inf, inf, inf, 90, inf, inf, inf, 88, inf, inf, inf, 56.5520089
1698834840018, 0, 0, 324, 45, 58, 56, 60, 81, 65, 52, 76, 71, 84, inf, 83, 73, 85, 86, 88, 80, 82, 68, 90, 83, inf, inf, inf, 92, inf, 90, 86, inf, inf, inf, 83, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 89, inf, inf, inf, inf, inf, 90, inf, inf, inf, 88, inf, inf, inf, 40.03684609
1698834849171, 0, 1000.0, 0, 59, 48, 54, 58, 78, 67, 55, 75, 68, 87, inf, 83, 78, 83, 78, 86, 73, 82, 66, 90, 85, inf, inf, inf, 92, inf, 79, inf, 87, inf, inf, 92, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 90, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 93, inf, inf, inf, 88, inf, 95, inf, 52.23526341
1698834852522, 0, 1000.0, 36, 52, 60, 61, 73, 79, 76, 59, 75, 67, 84, inf, inf, 84, 76, 78, 85, 81, 82, 72, 89, 89, inf, inf, 85, 91, inf, 81, inf, 87, inf, inf, 90, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 90, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 91, inf, inf, inf, 88, inf, 95, inf, 33.70507886
1698834855894, 0, 1000.0, 72, 43, 51, 68, 54, 79, 68, 62, 77, 69, 83, inf, inf, 72, 87, 78, 84, 82, 82, 70, 89, 89, inf, inf, 85, 91, inf, 81, inf, 87, inf, inf, 90, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 90, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 91, inf, inf, inf, 88, inf, 95, inf, 13.27714043
1698834859204, 0, 1000.0, 108, 65, 52, 58, 61, 74, 80, 78, 71, 66, 81, inf, inf, 78, 76, 78, 82, 84, 82, 67, 89, 92, inf, inf, 85, 91, inf, 81, inf, 87, inf, inf, 89, inf, inf, inf, inf, inf, inf, inf, inf, inf, 88, 90, inf, inf, inf, inf, inf, inf, 88, inf, inf, inf, inf, inf, 94, inf, inf, inf, inf, inf, 95, inf, -29.96218612
1698834862568, 0, 1000.0, 144, 43, 49, 56, 70, 83, 75, 64, 71, 66, 86, inf, inf, 76, 83, 78, 83, 73, 76, 64, 89, 86, inf, inf, 85, 91, inf, 80, inf, 87, inf, inf, 87, inf, inf, inf, inf, inf, inf, inf, inf, inf, 88, 90, inf, inf, inf, inf, inf, inf, 88, inf, inf, inf, inf, inf, 94, inf, inf, inf, inf, inf, 95, inf, -111.58397163
1698834865720, 0, 1000.0, 180, 58, 55, 73, 65, 82, 64, 58, 74, 73, 87, inf, 75, 76, 85, 82, 90, 81, 75, 79, 88, 93, inf, inf, 89, 91, inf, 80, inf, 87, inf, inf, 89, inf, inf, inf, 87, inf, inf, inf, inf, inf, 88, 90, inf, inf, inf, inf, inf, inf, 88, inf, inf, inf, inf, inf, 88, inf, inf, inf, inf, inf, 95, inf, -142.31606217
1698834868924, 0, 1000.0, 216, 45, 56, 60, 54, 82, 73, 69, 71, 73, 86, inf, 75, 81, 84, 82, 88, 76, 80, 71, 88, 92, inf, inf, 89, 91, inf, 80, inf, 87, inf, inf, 92, inf, inf, inf, 87, inf, inf, inf, inf, inf, 91, 90, inf, inf, inf, inf, inf, inf, 88, inf, inf, inf, inf, inf, 88, inf, inf, inf, inf, inf, 95, inf, -164.82008362
